Time,Source,Destination,Protocol,Length,info
798.2867548443869,192.168.1.1,10.0.0.2,UDP,349,normal
914.8145174798294,192.168.1.2,10.0.0.1,ICMP,306,normal
599.4495958788153,192.168.1.1,10.0.0.2,UDP,514,normal
542.541864214762,192.168.1.1,10.0.0.1,UDP,1108,normal
923.6816275583121,192.168.1.2,10.0.0.2,ICMP,1450,normal
991.6898673855453,192.168.1.1,10.0.0.1,TCP,1431,normal
57.473072379425226,192.168.1.2,10.0.0.2,TCP,1391,normal
105.60077161783666,192.168.1.2,10.0.0.1,UDP,823,normal
302.8333775656995,192.168.1.2,10.0.0.1,ICMP,813,normal
663.5900389051383,192.168.1.1,10.0.0.2,UDP,963,normal
552.7881651307839,192.168.1.2,10.0.0.1,UDP,692,normal
880.6631430720283,192.168.1.1,10.0.0.2,TCP,676,normal
228.12142029581116,192.168.1.1,10.0.0.1,UDP,1126,normal
479.72262533988874,192.168.1.2,10.0.0.2,TCP,120,normal
365.1225596866399,192.168.1.2,10.0.0.2,TCP,1423,normal
103.40461631642938,192.168.1.2,10.0.0.2,TCP,735,normal
200.51149257988632,192.168.1.1,10.0.0.2,UDP,318,normal
745.970509870437,192.168.1.2,10.0.0.2,TCP,868,normal
605.8074962870586,192.168.1.2,10.0.0.2,UDP,633,normal
752.8984824293749,192.168.1.2,10.0.0.1,TCP,319,normal
580.1260212397508,192.168.1.2,10.0.0.2,TCP,417,normal
202.69704556788926,192.168.1.2,10.0.0.1,ICMP,1305,normal
475.0958243229527,192.168.1.1,10.0.0.1,UDP,54,normal
51.828093476769425,192.168.1.2,10.0.0.2,TCP,402,normal
49.91877481126561,192.168.1.1,10.0.0.2,UDP,344,normal
509.3024783978671,192.168.1.2,10.0.0.2,ICMP,493,normal
900.6332602155416,192.168.1.2,10.0.0.2,UDP,299,normal
174.70410883457322,192.168.1.1,10.0.0.2,TCP,864,normal
283.5380315195075,192.168.1.1,10.0.0.1,TCP,341,normal
584.6345313650156,192.168.1.1,10.0.0.2,ICMP,52,normal
713.7203655121822,192.168.1.1,10.0.0.2,UDP,1384,normal
742.3096078112945,192.168.1.2,10.0.0.1,ICMP,79,normal
254.65579525419702,192.168.1.2,10.0.0.2,UDP,1326,normal
423.131006774778,192.168.1.2,10.0.0.2,TCP,250,normal
22.565259719368402,192.168.1.2,10.0.0.2,ICMP,818,normal
437.8328700806897,192.168.1.2,10.0.0.1,ICMP,820,normal
165.1705840060478,192.168.1.1,10.0.0.2,TCP,1481,normal
533.6617912899869,192.168.1.2,10.0.0.1,ICMP,218,normal
346.5390794373382,192.168.1.2,10.0.0.1,ICMP,1219,normal
501.12896868392255,192.168.1.1,10.0.0.1,TCP,1305,normal
979.5910140701443,192.168.1.2,10.0.0.2,TCP,746,normal
683.9427498002358,192.168.1.1,10.0.0.2,ICMP,392,normal
728.1327307110156,192.168.1.2,10.0.0.1,ICMP,849,normal
177.24414624960994,192.168.1.1,10.0.0.2,TCP,785,normal
728.6490231893304,192.168.1.2,10.0.0.1,UDP,1020,normal
916.4423444537065,192.168.1.2,10.0.0.1,ICMP,432,normal
907.3595893654535,192.168.1.2,10.0.0.2,ICMP,1357,normal
292.3937479363049,192.168.1.2,10.0.0.2,ICMP,821,normal
618.9492774580729,192.168.1.2,10.0.0.2,UDP,1179,normal
975.1893519717802,192.168.1.2,10.0.0.1,UDP,615,normal
39.457215581713335,192.168.1.2,10.0.0.1,UDP,1148,normal
15.750641356851558,192.168.1.1,10.0.0.1,TCP,181,normal
448.8940459249071,192.168.1.1,10.0.0.1,ICMP,102,normal
303.987133634731,192.168.1.2,10.0.0.2,ICMP,1113,normal
373.6668633875999,192.168.1.1,10.0.0.2,ICMP,342,normal
809.9498705387234,192.168.1.2,10.0.0.1,ICMP,231,normal
367.4622615211436,192.168.1.2,10.0.0.2,UDP,56,normal
516.0181124564803,192.168.1.1,10.0.0.2,ICMP,82,normal
108.4122785560001,192.168.1.2,10.0.0.2,ICMP,161,normal
190.97906717276925,192.168.1.2,10.0.0.1,ICMP,65,normal
847.0783261531071,192.168.1.2,10.0.0.2,ICMP,524,normal
665.1271474545401,192.168.1.1,10.0.0.1,TCP,1423,normal
360.46143210322947,192.168.1.2,10.0.0.1,TCP,246,normal
884.983556182453,192.168.1.2,10.0.0.1,ICMP,146,normal
727.4556279842966,192.168.1.2,10.0.0.2,UDP,1320,normal
366.6938970366923,192.168.1.2,10.0.0.2,ICMP,1004,normal
619.9991838448954,192.168.1.1,10.0.0.1,ICMP,417,normal
739.8428974900656,192.168.1.2,10.0.0.2,ICMP,1170,normal
696.4742629679273,192.168.1.2,10.0.0.2,UDP,141,normal
406.1794874678398,192.168.1.1,10.0.0.2,ICMP,901,normal
738.7415177456656,192.168.1.1,10.0.0.1,TCP,1379,normal
752.7596419428991,192.168.1.1,10.0.0.2,TCP,1323,normal
245.89947516435106,192.168.1.1,10.0.0.2,UDP,1495,normal
571.0824360464817,192.168.1.2,10.0.0.2,UDP,677,normal
245.54245009340602,192.168.1.1,10.0.0.2,TCP,1328,normal
644.857928732695,192.168.1.2,10.0.0.2,UDP,791,normal
728.3910301858108,192.168.1.1,10.0.0.1,TCP,1304,normal
638.2058896499418,192.168.1.1,10.0.0.1,TCP,957,normal
890.15296219837,192.168.1.1,10.0.0.2,ICMP,910,normal
547.5122005367436,192.168.1.1,10.0.0.2,TCP,1241,normal
23.151845351793376,192.168.1.2,10.0.0.1,UDP,1146,normal
176.90481096902965,192.168.1.2,10.0.0.1,UDP,1475,normal
363.32509751787256,192.168.1.2,10.0.0.2,TCP,398,normal
149.83747338003894,192.168.1.2,10.0.0.2,ICMP,1191,normal
211.74608222528434,192.168.1.1,10.0.0.1,UDP,981,normal
694.3073634739952,192.168.1.1,10.0.0.2,ICMP,1371,normal
515.9992258597055,192.168.1.1,10.0.0.1,ICMP,332,normal
216.26505009741214,192.168.1.1,10.0.0.2,TCP,758,normal
642.8679443042461,192.168.1.1,10.0.0.2,UDP,417,normal
889.8560950767932,192.168.1.1,10.0.0.2,ICMP,1207,normal
772.0718741529239,192.168.1.1,10.0.0.1,UDP,587,normal
798.9287166443683,192.168.1.2,10.0.0.1,ICMP,532,normal
466.57466616788076,192.168.1.2,10.0.0.1,ICMP,198,normal
178.08633458106027,192.168.1.2,10.0.0.2,ICMP,274,normal
811.8697529082265,192.168.1.2,10.0.0.1,ICMP,1070,normal
803.877671600644,192.168.1.1,10.0.0.1,TCP,427,normal
55.547271766992814,192.168.1.2,10.0.0.1,UDP,86,normal
541.7989256935003,192.168.1.2,10.0.0.2,ICMP,99,normal
863.1770802011924,192.168.1.1,10.0.0.1,ICMP,1219,normal
388.2233479430539,192.168.1.1,10.0.0.1,TCP,94,normal
357.99379149669795,192.168.1.2,10.0.0.1,UDP,1291,normal
143.53753988844676,192.168.1.1,10.0.0.2,TCP,55,normal
129.8617929464655,192.168.1.1,10.0.0.1,UDP,526,normal
801.7410466235477,192.168.1.1,10.0.0.2,UDP,1431,normal
455.2487890689211,192.168.1.2,10.0.0.2,UDP,622,normal
918.8211946642291,192.168.1.1,10.0.0.1,TCP,693,normal
985.8237705408203,192.168.1.1,10.0.0.1,UDP,681,normal
798.7404502536682,192.168.1.2,10.0.0.2,TCP,998,normal
746.9446688751835,192.168.1.2,10.0.0.2,ICMP,219,normal
517.0523075382164,192.168.1.1,10.0.0.1,ICMP,537,normal
930.6722256252887,192.168.1.2,10.0.0.2,UDP,724,normal
982.6105262808047,192.168.1.1,10.0.0.1,ICMP,1361,normal
372.9507361752142,192.168.1.2,10.0.0.1,TCP,183,normal
908.5154568649089,192.168.1.1,10.0.0.1,ICMP,1430,normal
166.31275636905772,192.168.1.1,10.0.0.2,ICMP,1379,normal
546.0754423198972,192.168.1.2,10.0.0.2,TCP,1161,normal
776.3178187585479,192.168.1.2,10.0.0.2,UDP,1414,normal
713.0619165313043,192.168.1.2,10.0.0.1,ICMP,1332,normal
392.7437003512434,192.168.1.1,10.0.0.1,ICMP,238,normal
991.5776197319948,192.168.1.1,10.0.0.1,UDP,1083,normal
769.0862313685437,192.168.1.1,10.0.0.1,TCP,1205,normal
875.8134954351192,192.168.1.1,10.0.0.1,ICMP,1130,normal
240.12835111830998,192.168.1.2,10.0.0.2,ICMP,105,normal
445.4095507504843,192.168.1.2,10.0.0.1,ICMP,1231,normal
248.7203213024669,192.168.1.1,10.0.0.1,ICMP,165,normal
713.9561214872683,192.168.1.1,10.0.0.2,ICMP,1268,normal
981.0258198593498,192.168.1.2,10.0.0.1,UDP,557,normal
911.0784831895746,192.168.1.1,10.0.0.2,ICMP,338,normal
385.29482329682486,192.168.1.2,10.0.0.2,TCP,568,normal
699.1184891699397,192.168.1.2,10.0.0.1,UDP,84,normal
873.8136993935335,192.168.1.1,10.0.0.2,ICMP,666,normal
728.3716938121318,192.168.1.2,10.0.0.1,ICMP,790,normal
980.010113134503,192.168.1.1,10.0.0.2,ICMP,440,normal
489.9366534677604,192.168.1.1,10.0.0.2,TCP,729,normal
16.232097605109242,192.168.1.1,10.0.0.2,TCP,1382,normal
72.75777447781495,192.168.1.2,10.0.0.1,ICMP,1170,normal
671.6868715686558,192.168.1.1,10.0.0.1,UDP,1033,normal
26.427801294435895,192.168.1.1,10.0.0.1,TCP,413,normal
190.04569738737774,192.168.1.2,10.0.0.2,TCP,1198,normal
165.68943715727445,192.168.1.1,10.0.0.2,ICMP,1365,normal
282.9778378435693,192.168.1.2,10.0.0.2,TCP,270,normal
209.28569495693262,192.168.1.1,10.0.0.2,TCP,692,normal
318.62330676481344,192.168.1.1,10.0.0.1,TCP,632,normal
190.42652997127507,192.168.1.1,10.0.0.1,TCP,1013,normal
414.16164957073534,192.168.1.2,10.0.0.1,UDP,1204,normal
536.1186106422814,192.168.1.1,10.0.0.1,ICMP,127,normal
121.34139929648191,192.168.1.1,10.0.0.1,TCP,171,normal
807.1797148051354,192.168.1.1,10.0.0.1,TCP,1153,normal
814.6154397992818,192.168.1.1,10.0.0.2,ICMP,1153,normal
376.4424136832253,192.168.1.1,10.0.0.1,TCP,1148,normal
61.554541050083515,192.168.1.2,10.0.0.1,TCP,1085,normal
12.13802283394183,192.168.1.2,10.0.0.1,ICMP,862,normal
52.81580216027226,192.168.1.2,10.0.0.1,ICMP,792,normal
670.0425570359914,192.168.1.1,10.0.0.2,ICMP,98,normal
126.54781420888483,192.168.1.2,10.0.0.1,TCP,822,normal
477.54757640348254,192.168.1.1,10.0.0.2,UDP,523,normal
238.97935097941692,192.168.1.1,10.0.0.1,ICMP,1141,normal
291.2432463023092,192.168.1.2,10.0.0.1,ICMP,167,normal
751.2091986900857,192.168.1.1,10.0.0.2,UDP,344,normal
180.27661641983462,192.168.1.1,10.0.0.2,ICMP,1065,normal
81.38242547707442,192.168.1.2,10.0.0.1,UDP,438,normal
720.7655079418006,192.168.1.1,10.0.0.1,ICMP,1439,normal
6.906935099012412,192.168.1.1,10.0.0.1,ICMP,1398,normal
244.6001861299505,192.168.1.1,10.0.0.1,UDP,136,normal
480.1986789883123,192.168.1.2,10.0.0.2,TCP,1055,normal
992.2177089154144,192.168.1.2,10.0.0.1,TCP,1319,normal
393.95126125224135,192.168.1.1,10.0.0.1,TCP,924,normal
238.10526684002897,192.168.1.2,10.0.0.1,TCP,805,normal
526.5927278853555,192.168.1.1,10.0.0.2,UDP,1464,normal
55.68532626322875,192.168.1.1,10.0.0.1,ICMP,743,normal
176.00675964182966,192.168.1.2,10.0.0.1,ICMP,510,normal
687.2953756801903,192.168.1.2,10.0.0.2,UDP,1275,normal
857.2357857736408,192.168.1.2,10.0.0.2,ICMP,897,normal
708.2657580062428,192.168.1.1,10.0.0.2,TCP,1469,normal
374.3860967044919,192.168.1.2,10.0.0.1,TCP,290,normal
61.666449177331216,192.168.1.1,10.0.0.1,ICMP,516,normal
811.6286811391583,192.168.1.1,10.0.0.1,ICMP,1405,normal
232.40401599424686,192.168.1.1,10.0.0.1,ICMP,996,normal
155.61407876484756,192.168.1.1,10.0.0.2,UDP,549,normal
568.5071378041936,192.168.1.2,10.0.0.1,UDP,329,normal
924.4475864210892,192.168.1.1,10.0.0.1,ICMP,267,normal
500.33258661121414,192.168.1.1,10.0.0.2,TCP,90,normal
323.4056273514386,192.168.1.1,10.0.0.2,UDP,142,normal
919.7440047631271,192.168.1.2,10.0.0.2,UDP,119,normal
68.02602334355234,192.168.1.2,10.0.0.1,TCP,1083,normal
809.8648818986677,192.168.1.2,10.0.0.1,ICMP,702,normal
81.77724397323361,192.168.1.1,10.0.0.1,TCP,1339,normal
712.369099418973,192.168.1.2,10.0.0.2,ICMP,1410,normal
866.887781696689,192.168.1.2,10.0.0.1,TCP,760,normal
553.7699341171488,192.168.1.1,10.0.0.1,UDP,103,normal
739.895153248751,192.168.1.2,10.0.0.1,ICMP,1071,normal
764.5123684393701,192.168.1.2,10.0.0.2,TCP,463,normal
713.3807865756809,192.168.1.2,10.0.0.2,ICMP,1129,normal
532.0093189932645,192.168.1.2,10.0.0.2,ICMP,664,normal
72.83583891642431,192.168.1.2,10.0.0.2,ICMP,1401,normal
603.9611869678001,192.168.1.1,10.0.0.2,UDP,793,normal
142.6130574356409,192.168.1.1,10.0.0.2,UDP,573,normal
638.3483054274649,192.168.1.1,10.0.0.2,ICMP,322,normal
400.9518582570065,192.168.1.1,10.0.0.1,ICMP,253,normal
827.3291206844264,192.168.1.1,10.0.0.2,UDP,309,normal
14.991630921985077,192.168.1.1,10.0.0.2,ICMP,75,normal
500.6333360450148,192.168.1.2,10.0.0.1,ICMP,272,normal
33.432125102552114,192.168.1.2,10.0.0.2,ICMP,597,normal
201.5921134041484,192.168.1.2,10.0.0.2,ICMP,930,normal
908.2801598975176,192.168.1.2,10.0.0.1,TCP,640,normal
575.8123523813111,192.168.1.2,10.0.0.2,ICMP,694,normal
259.99277347826956,192.168.1.2,10.0.0.2,ICMP,1061,normal
153.11837283902852,192.168.1.2,10.0.0.2,UDP,627,normal
831.8836902158021,192.168.1.1,10.0.0.2,ICMP,1134,normal
523.7111303895288,192.168.1.2,10.0.0.1,TCP,179,normal
795.402641829534,192.168.1.2,10.0.0.2,ICMP,312,normal
287.81080350564235,192.168.1.1,10.0.0.1,UDP,124,normal
320.1875110156044,192.168.1.2,10.0.0.2,UDP,406,normal
321.05846498863133,192.168.1.2,10.0.0.1,TCP,813,normal
360.34882926991764,192.168.1.2,10.0.0.2,TCP,112,normal
634.1575499800673,192.168.1.1,10.0.0.2,UDP,177,normal
546.1310557762179,192.168.1.2,10.0.0.2,TCP,1107,normal
214.77060387068036,192.168.1.2,10.0.0.1,ICMP,408,normal
925.1773555698618,192.168.1.2,10.0.0.2,ICMP,298,normal
570.760677685872,192.168.1.1,10.0.0.1,ICMP,1271,normal
597.5195743278432,192.168.1.1,10.0.0.2,UDP,971,normal
437.0167003599833,192.168.1.1,10.0.0.2,TCP,408,normal
5.152363961275164,192.168.1.2,10.0.0.1,TCP,663,normal
928.2004364005065,192.168.1.1,10.0.0.1,ICMP,759,normal
862.4552156247221,192.168.1.2,10.0.0.1,TCP,1260,normal
110.49134823310291,192.168.1.1,10.0.0.1,ICMP,237,normal
963.2976728311723,192.168.1.1,10.0.0.1,ICMP,178,normal
443.02317194468685,192.168.1.1,10.0.0.2,TCP,177,normal
464.90789110213115,192.168.1.2,10.0.0.1,ICMP,202,normal
529.9201930333136,192.168.1.2,10.0.0.2,TCP,633,normal
253.2850641643667,192.168.1.1,10.0.0.1,UDP,944,normal
714.1618511614475,192.168.1.1,10.0.0.2,TCP,1220,normal
696.5535626009404,192.168.1.2,10.0.0.2,UDP,1499,normal
908.6869310950141,192.168.1.2,10.0.0.1,TCP,879,normal
451.10216272931615,192.168.1.1,10.0.0.2,ICMP,343,normal
754.6020578538709,192.168.1.1,10.0.0.2,TCP,807,normal
762.3674006278475,192.168.1.1,10.0.0.2,ICMP,1384,normal
761.2383474125588,192.168.1.2,10.0.0.2,ICMP,692,normal
70.18360587977446,192.168.1.2,10.0.0.2,UDP,145,normal
336.4873491086582,192.168.1.2,10.0.0.1,UDP,1482,normal
616.4643004362175,192.168.1.1,10.0.0.1,UDP,1375,normal
776.9126633761817,192.168.1.1,10.0.0.2,ICMP,1486,normal
121.62416258957798,192.168.1.2,10.0.0.1,TCP,1084,normal
122.08463769781808,192.168.1.2,10.0.0.2,TCP,175,normal
968.6042870024517,192.168.1.2,10.0.0.1,TCP,660,normal
877.5434351371912,192.168.1.2,10.0.0.1,ICMP,908,normal
803.4876018561226,192.168.1.2,10.0.0.1,ICMP,1002,normal
138.8699245426175,192.168.1.2,10.0.0.1,TCP,125,normal
57.60716465344717,192.168.1.2,10.0.0.2,UDP,578,normal
455.0382022645282,192.168.1.2,10.0.0.1,TCP,1159,normal
910.7671596428164,192.168.1.1,10.0.0.2,ICMP,1489,normal
158.83203077633533,192.168.1.1,10.0.0.1,UDP,1143,normal
244.12433043599825,192.168.1.2,10.0.0.1,TCP,769,normal
913.6370512605747,192.168.1.2,10.0.0.2,ICMP,111,normal
134.5477945006033,192.168.1.1,10.0.0.2,TCP,911,normal
121.28190230625601,192.168.1.1,10.0.0.2,ICMP,485,normal
524.4535680581449,192.168.1.2,10.0.0.2,UDP,755,normal
750.2569650656072,192.168.1.1,10.0.0.2,UDP,1291,normal
163.7936607913203,192.168.1.1,10.0.0.1,ICMP,920,normal
935.3439802296401,192.168.1.2,10.0.0.1,TCP,1367,normal
241.97862652387846,192.168.1.1,10.0.0.2,UDP,419,normal
531.4335214615097,192.168.1.1,10.0.0.2,TCP,1125,normal
966.3006575566923,192.168.1.1,10.0.0.2,UDP,834,normal
959.2771571037129,192.168.1.1,10.0.0.1,UDP,1482,normal
796.0835620986942,192.168.1.2,10.0.0.1,UDP,332,normal
727.8306098695192,192.168.1.1,10.0.0.1,TCP,1061,normal
685.2018630807512,192.168.1.1,10.0.0.2,ICMP,1431,normal
919.7529938888605,192.168.1.1,10.0.0.1,ICMP,550,normal
31.413003873706714,192.168.1.1,10.0.0.1,TCP,736,normal
848.8656105733435,192.168.1.2,10.0.0.2,TCP,1414,normal
878.8930714960704,192.168.1.1,10.0.0.2,UDP,1189,normal
974.3043270200606,192.168.1.2,10.0.0.1,UDP,1168,normal
829.8918060494007,192.168.1.1,10.0.0.1,ICMP,271,normal
813.66799149977,192.168.1.1,10.0.0.1,UDP,1141,normal
571.1005648465057,192.168.1.2,10.0.0.1,TCP,96,normal
839.9846361144109,192.168.1.2,10.0.0.1,TCP,459,normal
425.13493332359906,192.168.1.2,10.0.0.2,UDP,1456,normal
180.44413425064565,192.168.1.1,10.0.0.2,UDP,43,normal
385.10319507063764,192.168.1.1,10.0.0.1,TCP,886,normal
786.3162924685091,192.168.1.1,10.0.0.2,TCP,197,normal
766.6199060481738,192.168.1.2,10.0.0.1,UDP,297,normal
446.5311617640808,192.168.1.1,10.0.0.2,TCP,685,normal
811.9500431354757,192.168.1.1,10.0.0.1,ICMP,334,normal
840.8519844751266,192.168.1.2,10.0.0.2,ICMP,185,normal
353.78944524581567,192.168.1.1,10.0.0.2,UDP,1453,normal
754.3441948623131,192.168.1.2,10.0.0.1,ICMP,838,normal
147.3630552616302,192.168.1.1,10.0.0.1,UDP,948,normal
211.671646402671,192.168.1.1,10.0.0.2,UDP,208,normal
376.90344753835836,192.168.1.2,10.0.0.2,ICMP,388,normal
59.63383122943677,192.168.1.1,10.0.0.2,UDP,1293,normal
757.0584310235351,192.168.1.1,10.0.0.2,TCP,1464,normal
452.1484886802452,192.168.1.1,10.0.0.2,UDP,1115,normal
20.09021385540244,192.168.1.2,10.0.0.1,UDP,814,normal
512.4364184789918,192.168.1.2,10.0.0.1,TCP,652,normal
351.947045228159,192.168.1.2,10.0.0.2,ICMP,463,normal
117.08681471325266,192.168.1.2,10.0.0.2,TCP,465,normal
91.72054281220187,192.168.1.2,10.0.0.1,UDP,499,normal
256.2500636678078,192.168.1.1,10.0.0.2,UDP,967,normal
974.3239276247095,192.168.1.2,10.0.0.2,UDP,1151,normal
434.52515500281476,192.168.1.2,10.0.0.2,UDP,1407,normal
923.1695861986258,192.168.1.2,10.0.0.1,ICMP,861,normal
416.9477593136098,192.168.1.2,10.0.0.1,TCP,150,normal
763.6780973163899,192.168.1.2,10.0.0.2,ICMP,977,normal
187.42183058005813,192.168.1.1,10.0.0.2,UDP,353,normal
697.6956052266632,192.168.1.1,10.0.0.1,ICMP,695,normal
644.9611271009907,192.168.1.2,10.0.0.1,TCP,435,normal
53.33508367608852,192.168.1.1,10.0.0.1,TCP,1290,normal
908.9872308143007,192.168.1.2,10.0.0.2,TCP,226,normal
957.5672794066695,192.168.1.2,10.0.0.2,TCP,407,normal
964.8221517654409,192.168.1.2,10.0.0.2,TCP,260,normal
591.3394892761152,192.168.1.1,10.0.0.2,TCP,433,normal
518.4061427199179,192.168.1.2,10.0.0.2,ICMP,77,normal
917.6039809836536,192.168.1.2,10.0.0.1,UDP,77,normal
758.931685642336,192.168.1.1,10.0.0.2,ICMP,777,normal
529.2781625149088,192.168.1.1,10.0.0.1,TCP,575,normal
85.0882725983092,192.168.1.2,10.0.0.2,ICMP,77,normal
661.7374830424391,192.168.1.1,10.0.0.1,TCP,902,normal
752.0263020059907,192.168.1.2,10.0.0.1,TCP,360,normal
63.68282554591909,192.168.1.2,10.0.0.2,TCP,838,normal
49.53107092007858,192.168.1.2,10.0.0.1,UDP,695,normal
520.4385961721937,192.168.1.2,10.0.0.2,TCP,1142,normal
795.104423752045,192.168.1.2,10.0.0.1,ICMP,516,normal
335.47902165560464,192.168.1.2,10.0.0.2,ICMP,651,normal
